Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,Temp_Humidity,Wind_Speed_Direction
0.6216216216216216,0.810810810810807,0.9052631578947368,0.0218418273773133,0.1111111111111111,0.8968957871396895,0.0040741129836087
0.8108108108108109,0.7567567567567437,0.2526315789473684,0.2587672983938197,0.2222222222222222,0.2852919438285292,0.0955341059628102
0.2702702702702703,0.7027027027026946,0.3894736842105263,0.9378369365864502,0.0276543209876543,0.2727272727272727,0.0430574353131358
0.4324324324324323,0.6756756756756772,0.9894736842105264,0.2448174290001667,0.0832098765432098,0.8492239467849224,0.0338456352470276
0.4864864864864865,0.5675675675675649,0.2736842105263158,0.4693491913521925,0.194320987654321,0.2335550628233554,0.1514569352591845
0.3243243243243244,0.5675675675675649,0.9894736842105264,0.0939254154393375,0.0555555555555555,0.7738359201773836,0.0086837540260691
0.4324324324324323,0.6756756756756772,0.9789473684210526,0.3774801311621185,0.1111111111111111,0.8399852180339985,0.06965964501408
0.7027027027027027,0.7837837837837753,0.831578947368421,0.3235147001611737,0.0555555555555555,0.8713968957871396,0.0298537675295757
0.7567567567567569,0.7567567567567437,0.3368421052631579,0.2210304007113877,0.194320987654321,0.3651145602365114,0.0713682215201423
0.3783783783783784,0.5945945945945965,0.9894736842105264,0.1383315733896515,0.1387654320987654,0.811529933481153,0.0319175178601881
0.4054054054054054,0.8648648648648702,0.1789473684210526,0.437225587728561,0.2222222222222222,0.1332224685883222,0.1613553728325847
0.2972972972972972,0.5135135135135016,0.894736842105263,0.2473184016006224,0.1666666666666666,0.6801552106430155,0.0684835331527741
0.5135135135135135,0.6756756756756772,0.6842105263157894,0.4503417995887289,0.1111111111111111,0.6217664449371766,0.0830965308543594
0.5675675675675677,0.6756756756756772,0.894736842105263,0.3579169677096648,0.1666666666666666,0.8519955654101995,0.0990778155579869
0.3243243243243244,0.3243243243243086,0.9789473684210526,0.4154393375201466,0.0,0.7653362897265337,0.0
0.2972972972972972,0.2972972972972911,0.894736842105263,0.9189684877452344,0.1111111111111111,0.6801552106430155,0.1695189728110611
0.5945945945945946,0.7297297297297263,0.6421052631578947,0.3122603234591229,0.2222222222222222,0.6208425720620843,0.1152640870783997
0.4324324324324323,0.7027027027026946,0.3789473684210526,0.3402990051686766,0.2777777777777778,0.3133776792313377,0.1570070899815255
0.6216216216216216,0.6486486486486456,0.6105263157894736,0.9864669593730896,0.2498765432098765,0.6019955654101995,0.4092231085055008
0.6486486486486486,0.8378378378378386,0.2526315789473684,0.2931695659423108,0.2222222222222222,0.2498152254249815,0.1082227899218231
0.4054054054054054,0.5135135135135016,0.8526315789473684,0.312649363641416,0.2777777777777778,0.7126755358462675,0.1442594723126869
0.2432432432432433,0.4864864864864842,0.9263157894736842,0.1486133496359695,0.0555555555555555,0.6696230598669622,0.0137264297189886
0.7837837837837839,0.810810810810807,0.1894736842105263,0.2200578002556549,0.1111111111111111,0.2095343680709534,0.0406283870868554
0.4324324324324323,0.6216216216216282,0.8421052631578947,0.4922191963541376,0.0832098765432098,0.7198817442719881,0.0680136464279196
0.4054054054054054,0.6216216216216282,0.9894736842105264,0.321069304729617,0.0555555555555555,0.8303769401330376,0.0296282820311118
0.4054054054054054,0.2432432432432421,0.8526315789473684,0.8327127216139609,0.4720987654320988,0.7126755358462675,0.6526803022758377
0.2972972972972972,0.7027027027026946,0.4526315789473684,0.4193019507586282,0.194320987654321,0.3309312638580931,0.1353155102990216
0.5675675675675677,0.4864864864864842,0.8842105263157894,0.9346134607903074,0.1666666666666666,0.8418329637841833,0.2586062433859722
0.3513513513513514,0.7567567567567437,0.4,0.3896515311510031,0.1387654320987654,0.3063562453806356,0.0898004197105073
0.4054054054054054,0.7297297297297263,0.9157894736842104,0.4575390429611515,0.194320987654321,0.7669992609016999,0.1476478816178357
0.6756756756756758,0.7297297297297263,0.6631578947368421,0.087117212249208,0.2777777777777778,0.6808943089430894,0.0402799094983203
0.2702702702702703,0.5675675675675649,0.7999999999999999,0.4313344078252653,0.0555555555555555,0.5898004434589801,0.039795628143665
0.3243243243243244,0.7297297297297263,0.2631578947368421,0.4107708553326293,0.0555555555555555,0.1873614190687361,0.0378995000884005
0.3783783783783784,0.5675675675675649,0.9894736842105264,0.3032846106819318,0.1111111111111111,0.811529933481153,0.0559767749936582
0.4324324324324323,0.8378378378378386,0.231578947368421,0.5385149780470183,0.2222222222222222,0.1840354767184035,0.1987142201917139
0.6486486486486486,0.6756756756756772,0.7999999999999999,0.9946368032012448,0.0555555555555555,0.8070953436807096,0.0917367251818617
0.4324324324324323,0.5675675675675649,0.9684210526315788,0.3173456344133829,0.194320987654321,0.8307464892830746,0.1024321742752363
0.5675675675675677,0.7837837837837753,0.5894736842105263,0.4692936141832934,0.1387654320987654,0.557280118255728,0.1081432322605974
0.2972972972972972,0.7567567567567437,0.9578947368421052,0.4290835324848551,0.0832098765432098,0.7300443458980044,0.0592941449786343
0.4594594594594595,0.6486486486486456,1.0,0.2144722947813038,0.2777777777777778,0.8774944567627494,0.0989958208312727
0.4594594594594595,0.5675675675675649,0.9894736842105264,0.2316178513866503,0.1111111111111111,0.8680709534368071,0.042760249981423
0.4864864864864865,0.6216216216216282,0.2526315789473684,0.2477074417829155,0.1111111111111111,0.2143385070214338,0.0457274341543909
0.4054054054054054,0.5675675675675649,0.9894736842105264,0.1959928861223809,0.0555555555555555,0.8303769401330376,0.0180952112517263
0.081081081081081,0.2162162162162104,0.6210526315789473,0.5695826154615684,0.1387654320987654,0.364929785661493,0.1312413517627869
